Location	Day	TrainIn	TrainOut
Dv	3	1747	1747
Dv	3	1652	1652
Dv	3	1653	1653
Dv	3	1656	1656
Dv	3	1755	1755
Dv	3	1660	1660
Dv	3	1762	1762
Ehv	3	80312	13513
Ehv	3	9617	9617
Ehv	3	9625	9625
Ehv	3	825	825
Ehv	3	827	827
Ehv	3	830	830
Ehv	3	829	829
Ehv	3	9631	9631
Ehv	3	9635	9635
Ehv	3	845	845
Ehv	3	848	848
Ehv	3	9654	9654
Ehv	3	856	856
Ehv	3	858	858
Ehv	3	9657	9657
Ehv	3	9660	9660
Ehv	3	9666	9666
Ehv	3	9667	9667
Ehv	3	9669	9669
Ehv	3	3569	13569
Ehv	3	9671	80204
Ehv	3	9673	9673
Ehv	3	9675	9678
Ehv	3	3575	13575
Ehv	3	9677	9677
Ehv	3	3577	13577
Ehv	3	13586	80313
Ehv	3	9683	9686
Ehv	3	885	885
Es	3	7909	7922
Es	3	1617	1628
Es	3	7917	7930
Es	3	1621	1632
Es	3	7919	7932
Es	3	1625	1636
Es	3	1727	1738
Es	3	80464	1640
Es	3	7929	7942
Es	3	1633	1644
Es	3	7937	7950
Es	3	7939	7952
Es	3	1747	1758
Es	3	1649	1660
Es	3	1751	1762
Es	3	7953	7966
Es	3	1657	1668
Es	3	7955	7968
Es	3	1759	1770
Es	3	7957	7970
Es	3	1661	1672
Es	3	1763	1774
Es	3	1665	1676
Es	3	1767	1778
Es	3	1771	1782
Es	3	7983	77983
Gn	3	713	726
Gn	3	8117	8132
Gn	3	721	734
Gn	3	725	738
Gn	3	527	540
Gn	3	543	556
Gn	3	745	758
Gn	3	753	766
Gn	3	559	572
Gn	3	563	576
Gn	3	765	778
Gvc	3	1812	725
Gvc	3	1714	11725
Gvc	3	2125	2114
Gvc	3	714	1827
Gvc	3	1816	729
Gvc	3	1718	11729
Gvc	3	2018	2031
Gvc	3	11720	1731
Gvc	3	4616	4635
Gvc	3	1820	733
Gvc	3	2022	2035
Gvc	3	4618	4637
Gvc	3	11724	1735
Gvc	3	2024	2037
Gvc	3	4620	4639
Gvc	3	2026	2039
Gvc	3	4622	4641
Gvc	3	726	1839
Gvc	3	11728	1739
Gvc	3	4624	4643
Gvc	3	1730	11741
Gvc	3	2030	2043
Gvc	3	1832	745
Gvc	3	6832	7847
Gvc	3	1734	11745
Gvc	3	11736	1747
Gvc	3	1738	11749
Gvc	3	11740	1751
Gvc	3	1840	753
Gvc	3	4638	4657
Gvc	3	2044	2057
Gvc	3	4640	4659
Gvc	3	1746	11757
Gvc	3	7844	6857
Gvc	3	2046	2059
Gvc	3	4642	4661
Gvc	3	6846	7861
Gvc	3	11748	1759
Gvc	3	7846	6859
Gvc	3	4644	4663
Gvc	3	6848	7863
Gvc	3	1750	11761
Gvc	3	2050	2063
Gvc	3	4646	4665
Gvc	3	11752	1763
Gvc	3	7850	6863
Gvc	3	2052	2065
Gvc	3	1852	765
Gvc	3	2054	2067
Gvc	3	4650	4669
Gvc	3	1856	769
Gvc	3	758	1871
Gvc	3	2060	2073
Gvc	3	1762	11773
Gvc	3	7862	6875
Gvc	3	6864	7879
Gvc	3	7864	7881
Gvc	3	5066	75066
Gvc	3	11768	1779
Gvc	3	7866	7883
Gvc	3	1770	11781
Gvc	3	2181	2170
Gvc	3	770	781
Gvc	3	4668	4687
Gvc	3	1774	11785
Gvc	3	7882	77882
Hdr	3	3014	3033
Hdr	3	3018	3037
Hdr	3	3050	3071
Hdr	3	3052	3073
Hdr	3	3056	3077
Hfdo	3	73317	74319
Hfdo	3	74310	75721
Hfdo	3	75710	74321
Hfdo	3	73112	73123
Hfdo	3	74312	75723
Hfdo	3	73120	73131
Hfdo	3	74320	75731
Hfdo	3	73122	73133
Hfdo	3	73124	73135
Hfdo	3	71628	71639
Hfdo	3	73136	73147
Hfdo	3	71638	71649
Hfdo	3	73144	73155
Hfdo	3	73148	73159
Hfdo	3	75748	74359
Hfdo	3	73150	73161
Hfdo	3	74352	75763
Hfdo	3	75752	74363
Hfdo	3	73154	73165
Hfdo	3	74356	75767
Hfdo	3	75756	74367
Hfdo	3	75758	74369
Hfdo	3	73562	73571
Hfdo	3	74362	75773
Hfdo	3	73564	73573
Hfdo	3	71666	71677
Hfdo	3	75766	80371
Hfdo	3	74368	74381
Hfdo	3	73570	73581
Hfdo	3	71672	71683
Hfdo	3	74372	74383
Hn	3	4831	4828
Hn	3	4849	4846
Hn	3	4873	4870
Hn	3	4877	4874
Hn	3	80176	80374
Hn	3	4885	4882
Ht	3	80302	6914
Ht	3	9624	4428
Ht	3	9630	4434
Ht	3	9634	4438
Ht	3	9636	4440
Ht	3	9646	4450
Ht	3	9652	4456
Ht	3	9656	4460
Ht	3	9658	4462
Ht	3	76764	80342
Ht	3	6989	80301
Koln	3	104	104
Ledn	3	78917	8917
Ledn	3	8922	78931
Ledn	3	78946	78946
Ledn	3	786	78886
Lls	3	72433	2433
Lls	3	72467	2467
Lls	3	72469	2469
Lls	3	72471	2471
Lw	3	613	626
Lw	3	1855	1868
Lw	3	657	670
Lw	3	661	674
Lw	3	665	678
Lw	3	669	682
Mt	3	863	876
Mt	3	865	878
Mt	3	867	880
Mt	3	873	886
Nm	3	3059	3164
Nm	3	3161	3064
Nm	3	4472	4477
Nm	3	3081	3086
Rsd	3	2223	2223
Rsd	3	3615	3624
Rsd	3	2218	2218
Rsd	3	2222	2222
Rsd	3	2226	2226
Rsd	3	2257	2257
Rsd	3	2261	2261
Rsd	3	2263	2263
Rsd	3	2254	2254
Rsd	3	3663	3672
Rsd	3	2258	2258
Rsd	3	2262	2262
Rsd	3	2266	2266
Rtd	3	1413	2821
Rtd	3	72219	2219
Rtd	3	2225	2225
Rtd	3	614	625
Rtd	3	516	527
Rtd	3	2216	2216
Rtd	3	618	629
Rtd	3	520	531
Rtd	3	4027	4028
Rtd	3	2233	2233
Rtd	3	2220	2220
Rtd	3	622	633
Rtd	3	4029	4030
Rtd	3	2824	2835
Rtd	3	524	535
Rtd	3	2224	2224
Rtd	3	626	637
Rtd	3	4033	4034
Rtd	3	2828	2839
Rtd	3	528	539
Rtd	3	4035	4036
Rtd	3	2228	2228
Rtd	3	4037	4038
Rtd	3	2230	2230
Rtd	3	2842	2853
Rtd	3	4049	4050
Rtd	3	544	555
Rtd	3	4051	4052
Rtd	3	2846	2857
Rtd	3	646	657
Rtd	3	4053	4054
Rtd	3	2259	2259
Rtd	3	548	559
Rtd	3	4055	4056
Rtd	3	650	661
Rtd	3	4057	4058
Rtd	3	552	563
Rtd	3	2265	2265
Rtd	3	2267	2267
Rtd	3	556	567
Rtd	3	2269	2269
Rtd	3	2256	2256
Rtd	3	658	669
Rtd	3	2860	2871
Rtd	3	2462	2462
Rtd	3	560	571
Rtd	3	2260	2260
Rtd	3	4069	4070
Rtd	3	2264	2264
Rtd	3	4077	4080
Rtd	3	2278	2278
Ut	3	14915	4918
Ut	3	5614	5619
Ut	3	2823	2818
Ut	3	4921	4924
Ut	3	6127	6124
Ut	3	4923	4926
Ut	3	7432	7432
Ut	3	7447	7447
Ut	3	7456	7456
Ut	3	2069	8864
Ut	3	2869	2864
Ut	3	7466	7466
Ut	3	6966	7866
Ut	3	7468	7468
Ut	3	76075	6075
Ut	3	14973	14976
Ut	3	3579	3580
Ut	3	3583	3584
Ut	3	6980	7880
Vl	3	13567	13578
Zl	3	1816	1816
Zl	3	516	516
Zl	3	618	618
Zl	3	617	617
Zl	3	7920	7917
Zl	3	5617	5624
Zl	3	519	519
Zl	3	622	622
Zl	3	14619	14624
Zl	3	8124	8121
Zl	3	7924	7921
Zl	3	524	524
Zl	3	8126	8123
Zl	3	523	523
Zl	3	7926	7923
Zl	3	1823	1823
Zl	3	625	625
Zl	3	8130	8127
Zl	3	5625	5632
Zl	3	527	527
Zl	3	3622	3637
Zl	3	1827	1827
Zl	3	5627	5634
Zl	3	629	629
Zl	3	3624	3639
Zl	3	1832	1832
Zl	3	729	729
Zl	3	14629	14634
Zl	3	5629	5636
Zl	3	1831	1831
Zl	3	5631	5638
Zl	3	633	633
Zl	3	1836	1836
Zl	3	638	638
Zl	3	540	540
Zl	3	642	642
Zl	3	641	641
Zl	3	1844	1844
Zl	3	543	543
Zl	3	646	646
Zl	3	14643	14648
Zl	3	5645	5652
Zl	3	7950	7947
Zl	3	650	650
Zl	3	5647	5654
Zl	3	552	552
Zl	3	5649	5656
Zl	3	551	551
Zl	3	3646	3661
Zl	3	654	654
Zl	3	5651	5658
Zl	3	653	653
Zl	3	7956	7953
Zl	3	3648	3663
Zl	3	1856	1856
Zl	3	556	556
Zl	3	555	555
Zl	3	7958	7955
Zl	3	658	658
Zl	3	8160	8157
Zl	3	1860	1860
Zl	3	560	560
Zl	3	14657	14662
Zl	3	5657	5664
Zl	3	559	559
Zl	3	8562	8559
Zl	3	14659	14664
Zl	3	5659	5666
Zl	3	661	661
Zl	3	7964	7961
Zl	3	3656	3671
Zl	3	14661	14666
Zl	3	5661	5668
Zl	3	563	563
Zl	3	14663	14668
Zl	3	5663	5670
Zl	3	7968	7965
Zl	3	665	665
Zl	3	14665	14670
Zl	3	567	567
Zl	3	14667	14672
Zl	3	769	769
Zl	3	673	673
Zl	3	773	773
Zl	3	3670	3685
Zl	3	14675	14680
Zl	3	5681	80499
Zl	3	3680	73680
Zp	3	7615	7622
Zp	3	7625	7632
Zp	3	7631	7638
Zp	3	7651	7658
Zp	3	7655	7662
Zp	3	7661	7668
Zp	3	7665	7672
Ah	4	3120	3120
Ah	4	3020	3020
Ah	4	3124	3124
Ah	4	3024	3024
Ah	4	3128	3128
Ah	4	3130	3130
Ah	4	3132	3132
Ah	4	3134	3134
Ah	4	3136	3136
Ah	4	3036	3036
Ah	4	3138	3138
Ah	4	3038	3038
Ah	4	3140	3140
Ah	4	3144	3144
Ah	4	3146	3146
Ah	4	3148	3148
Ah	4	3152	3152
Ah	4	3056	3056
Ah	4	3058	3058
Ah	4	3160	3160
Ah	4	3162	3162
Ah	4	3064	3064
Ah	4	3066	3066
Ah	4	3168	3168
Ah	4	3068	3068
Ah	4	3170	3170
Ah	4	3070	3070
Ah	4	3082	3082
Alm	4	2665	72665
Alm	4	2673	72673
Alm	4	2675	72675
Amf	4	1531	1534
Amf	4	1535	1538
Amf	4	88564	1554
Amf	4	88568	1558
Amr	4	4006	4817
Amr	4	4008	4819
Amr	4	3023	3023
Amr	4	3025	3025
Amr	4	3027	3027
Amr	4	3014	3014
Amr	4	3016	3016
Amr	4	3033	3033
Amr	4	3020	3020
Amr	4	835	835
Amr	4	822	837
Amr	4	824	839
Amr	4	3026	3026
Amr	4	3030	3030
Amr	4	3038	3038
Amr	4	840	855
Amr	4	3055	3055
Amr	4	3059	3059
Amr	4	3061	3061
Amr	4	3048	3048
Amr	4	3063	3063
Amr	4	3050	3050
Amr	4	865	865
Amr	4	3065	3065
Amr	4	3052	3052
Amr	4	867	867
Amr	4	3067	3067
Amr	4	3054	3054
Amr	4	869	869
Amr	4	3069	3069
Amr	4	3071	3071
Amr	4	3060	3060
Amr	4	4864	4864
Asd	4	80842	821
Asd	4	823	823
Asd	4	70105	105
Asd	4	2118	2137
Asd	4	836	836
Asd	4	2245	2242
Asd	4	851	851
Asd	4	2142	2161
Asd	4	861	861
Asd	4	2160	2179
Asd	4	2166	2185
Asd	4	2281	2278
Asd	4	884	80803
Bkd	4	88539	88556
Bkd	4	88579	88570
Brusz	4	9310	9310
Brusz	4	9309	9309
Brusz	4	9322	9322
Brusz	4	9327	9327
Brusz	4	9339	9339
Brusz	4	9352	9352
Brusz	4	9351	9351
Brusz	4	9370	9370
Brusz	4	9376	9376
Ddr	4	80406	2412
Ddr	4	2206	2414
Ddr	4	2423	2418
Ddr	4	2425	2420
Ddr	4	2427	2422
Ddr	4	2429	2424
Ddr	4	2431	2426
Ddr	4	2433	2428
Ddr	4	2437	2432
Ddr	4	2439	2434
Ddr	4	2455	2450
Ddr	4	2457	2452
Ddr	4	2461	2456
Ddr	4	2469	2464
Ddr	4	2471	2466
Ddr	4	2487	80405
Dv	4	1723	1723
Dv	4	1727	1727
Dv	4	1730	1730
Dv	4	1629	1629
Dv	4	1632	1632
Dv	4	1731	1731
Dv	4	1734	1734
Dv	4	1633	1633
Dv	4	1735	1735
Dv	4	1738	1738
Dv	4	1640	1640
Dv	4	1739	1739
Dv	4	1641	1641
Dv	4	1644	1644
Dv	4	1746	1746
Dv	4	1645	1645
Dv	4	1747	1747
Dv	4	1750	1750
Dv	4	1652	1652
Dv	4	1653	1653
Dv	4	1656	1656
Dv	4	1755	1755
Dv	4	1758	1758
Dv	4	1657	1657
Dv	4	1759	1759
Dv	4	1762	1762
Dv	4	1672	1672
Ehv	4	80205	79618
Ehv	4	9617	9617
Ehv	4	822	822
Ehv	4	9625	9625
Ehv	4	825	825
Ehv	4	827	827
Ehv	4	830	830
Ehv	4	829	829
Ehv	4	9631	9631
Ehv	4	831	831
Ehv	4	9633	9633
Ehv	4	9635	9635
Ehv	4	9640	9640
Ehv	4	842	842
Ehv	4	841	841
Ehv	4	844	844
Ehv	4	843	843
Ehv	4	845	845
Ehv	4	854	854
Ehv	4	9654	9654
Ehv	4	856	856
Ehv	4	858	858
Ehv	4	9657	9657
Ehv	4	857	857
Ehv	4	860	860
Ehv	4	9660	9660
Ehv	4	862	862
Ehv	4	9666	9666
Ehv	4	9665	9665
Ehv	4	865	865
Ehv	4	9669	9669
Ehv	4	3569	13569
Ehv	4	9671	80204
Ehv	4	3571	13571
Ehv	4	3573	13573
Ehv	4	9675	9678
Ehv	4	3575	13575
Ehv	4	9677	9677
Es	4	80464	1620
Es	4	7909	7922
Es	4	1617	1628
Es	4	7917	7930
Es	4	1625	1636
Es	4	7923	7936
Es	4	7929	7942
Es	4	7931	7944
Es	4	7939	7952
Es	4	7941	7954
Es	4	7943	7956
Es	4	7953	7966
Es	4	7955	7968
Es	4	1759	1770
Es	4	7957	7970
Es	4	1661	1774
Es	4	1771	1782
Es	4	1673	1684
Es	4	7983	77983
Gn	4	80278	520
Gn	4	713	726
Gn	4	8115	8130
Gn	4	80271	528
Gn	4	717	730
Gn	4	6219	532
Gn	4	8123	8138
Gn	4	725	738
Gn	4	535	548
Gn	4	543	556
Gn	4	8145	8160
Gn	4	551	564
Gn	4	555	568
Gn	4	757	770
Gn	4	8157	8172
Gn	4	559	572
Gn	4	8159	8174
Gn	4	761	774
Gn	4	563	576
Gn	4	765	778
Gn	4	8167	8182
Gn	4	781	8194
Gvc	4	11712	1723
Gvc	4	2012	2025
Gvc	4	1714	11725
Gvc	4	2125	2114
Gvc	4	714	1827
Gvc	4	1718	11729
Gvc	4	2018	2031
Gvc	4	718	1831
Gvc	4	11720	1731
Gvc	4	4616	4635
Gvc	4	1820	733
Gvc	4	2022	2035
Gvc	4	4618	4637
Gvc	4	722	1835
Gvc	4	4620	4639
Gvc	4	1726	11737
Gvc	4	2026	2039
Gvc	4	4622	4641
Gvc	4	726	1839
Gvc	4	4624	4643
Gvc	4	1730	11741
Gvc	4	2030	2043
Gvc	4	6832	7847
Gvc	4	1734	11745
Gvc	4	11736	1747
Gvc	4	1742	11753
Gvc	4	4638	4657
Gvc	4	2044	2057
Gvc	4	4640	4659
Gvc	4	1844	757
Gvc	4	1746	11757
Gvc	4	7844	6857
Gvc	4	2046	2059
Gvc	4	4642	4661
Gvc	4	746	1859
Gvc	4	6846	7861
Gvc	4	11748	1759
Gvc	4	7846	6859
Gvc	4	2048	2061
Gvc	4	4644	4663
Gvc	4	1848	761
Gvc	4	6848	7863
Gvc	4	1750	11761
Gvc	4	2050	2063
Gvc	4	4646	4665
Gvc	4	750	1863
Gvc	4	11752	1763
Gvc	4	7850	6863
Gvc	4	2052	2065
Gvc	4	4648	4667
Gvc	4	1852	765
Gvc	4	6852	7867
Gvc	4	2054	2067
Gvc	4	754	1867
Gvc	4	1856	769
Gvc	4	1758	11769
Gvc	4	758	1871
Gvc	4	11760	1771
Gvc	4	2060	2073
Gvc	4	2173	2162
Gvc	4	2062	2075
Gvc	4	7864	7881
Gvc	4	4664	4683
Gvc	4	770	781
Gvc	4	2183	2172
Gvc	4	1774	11785
Gvc	4	1876	789
Gvc	4	1880	793
Hdr	4	3018	3037
Hdr	4	3056	3077
Hdr	4	3058	3079
Hdr	4	3070	3091
Hfdo	4	73317	74319
Hfdo	4	74310	75721
Hfdo	4	75710	74321
Hfdo	4	73112	73123
Hfdo	4	73118	73129
Hfdo	4	73120	73131
Hfdo	4	74320	75731
Hfdo	4	73122	73133
Hfdo	4	73124	73135
Hfdo	4	73126	73137
Hfdo	4	71628	71639
Hfdo	4	73134	73145
Hfdo	4	73136	73147
Hfdo	4	71638	71649
Hfdo	4	73138	73149
Hfdo	4	73144	73155
Hfdo	4	73148	73159
Hfdo	4	75748	74359
Hfdo	4	74352	75763
Hfdo	4	75752	74363
Hfdo	4	73154	73165
Hfdo	4	73156	73167
Hfdo	4	74358	75769
Hfdo	4	75758	74369
Hfdo	4	74362	74373
Hfdo	4	73164	73175
Hfdo	4	75764	74375
Hfdo	4	71666	71677
Hfdo	4	73166	73177
Hfdo	4	73568	73579
Hfdo	4	71668	71679
Hfdo	4	73572	73581
Hfdo	4	71672	71683
Hn	4	4831	4828
Hn	4	4849	4846
Hn	4	4873	4870
Hn	4	4877	4874
Ht	4	80302	6914
Ht	4	9624	4428
Ht	4	9630	4434
Ht	4	9634	4438
Ht	4	9636	4440
Ht	4	9646	4450
Ht	4	9652	4456
Ht	4	9656	4460
Ht	4	9658	4462
Ht	4	76764	80342
Ht	4	6989	80301
Koln	4	104	104
Ledn	4	78917	8917
Ledn	4	8922	78931
Ledn	4	78946	78946
Ledn	4	786	78886
Lls	4	72433	2433
Lls	4	72459	2459
Lls	4	72467	2467
Lls	4	72469	2469
Lls	4	72471	2471
Llso	4	72456	72481
Lw	4	613	626
Lw	4	625	638
Lw	4	645	658
Lw	4	653	666
Lw	4	1855	1868
Lw	4	1859	1872
Lw	4	661	674
Lw	4	669	682
Mt	4	815	828
Mt	4	855	868
Mt	4	859	872
Mt	4	861	874
Mt	4	863	876
Mt	4	869	882
Mt	4	873	886
Nm	4	4465	4465
Nm	4	3167	3070
Nm	4	4472	4477
Rsd	4	2223	2223
Rsd	4	3615	3624
Rsd	4	2218	2218
Rsd	4	2222	2222
Rsd	4	2226	2226
Rsd	4	2257	2257
Rsd	4	2261	2261
Rsd	4	2263	2263
Rsd	4	2250	2250
Rsd	4	2254	2254
Rsd	4	3663	3672
Rsd	4	2258	2258
Rsd	4	2262	2262
Rsd	4	2266	2266
Rtd	4	11413	2821
Rtd	4	2225	2225
Rtd	4	614	625
Rtd	4	516	527
Rtd	4	2216	2216
Rtd	4	4027	4028
Rtd	4	2233	2233
Rtd	4	2220	2220
Rtd	4	622	633
Rtd	4	4029	4030
Rtd	4	2824	2835
Rtd	4	524	535
Rtd	4	2224	2224
Rtd	4	626	637
Rtd	4	4033	4034
Rtd	4	2828	2839
Rtd	4	4035	4036
Rtd	4	2228	2228
Rtd	4	2230	2230
Rtd	4	2434	2434
Rtd	4	2245	2245
Rtd	4	634	645
Rtd	4	536	547
Rtd	4	638	649
Rtd	4	2253	2253
Rtd	4	2842	2853
Rtd	4	4049	4050
Rtd	4	544	555
Rtd	4	4051	4052
Rtd	4	2846	2857
Rtd	4	646	657
Rtd	4	2259	2259
Rtd	4	548	559
Rtd	4	4055	4056
Rtd	4	650	661
Rtd	4	4057	4058
Rtd	4	2265	2265
Rtd	4	2267	2267
Rtd	4	556	567
Rtd	4	4063	4064
Rtd	4	2269	2269
Rtd	4	2256	2256
Rtd	4	2860	2871
Rtd	4	4067	4068
Rtd	4	2260	2260
Rtd	4	4069	4070
Rtd	4	2264	2264
Rtd	4	4077	4078
Rtd	4	572	583
Rtd	4	4079	4080
Rtd	4	674	685
Rtd	4	4083	4084
Rtd	4	4087	4088
Ut	4	5614	5619
Ut	4	6018	6118
Ut	4	2823	2818
Ut	4	4921	4924
Ut	4	4923	4926
Ut	4	7432	7432
Ut	4	7447	7447
Ut	4	7456	7456
Ut	4	6060	6160
Ut	4	2869	2864
Ut	4	7466	7466
Ut	4	7468	7468
Ut	4	6968	7868
Ut	4	673	673
Ut	4	6072	6079
Ut	4	2877	3578
Ut	4	6074	6081
Ut	4	14981	14984
Vl	4	13567	13578
Zl	4	80470	8117
Zl	4	1816	1816
Zl	4	516	516
Zl	4	618	618
Zl	4	1815	1815
Zl	4	7920	7917
Zl	4	1820	1820
Zl	4	14617	14622
Zl	4	5617	5624
Zl	4	622	622
Zl	4	14619	14624
Zl	4	621	621
Zl	4	7924	7921
Zl	4	524	524
Zl	4	523	523
Zl	4	7926	7923
Zl	4	626	626
Zl	4	625	625
Zl	4	5625	5632
Zl	4	527	527
Zl	4	3622	3637
Zl	4	630	630
Zl	4	1827	1827
Zl	4	8132	8129
Zl	4	5627	5634
Zl	4	629	629
Zl	4	3624	3639
Zl	4	1832	1832
Zl	4	729	729
Zl	4	14629	14634
Zl	4	5629	5636
Zl	4	531	531
Zl	4	634	634
Zl	4	1831	1831
Zl	4	8136	8133
Zl	4	5631	5638
Zl	4	633	633
Zl	4	7936	7933
Zl	4	536	536
Zl	4	535	535
Zl	4	637	637
Zl	4	540	540
Zl	4	642	642
Zl	4	641	641
Zl	4	543	543
Zl	4	7946	7943
Zl	4	646	646
Zl	4	645	645
Zl	4	14645	14650
Zl	4	5645	5652
Zl	4	650	650
Zl	4	5647	5654
Zl	4	649	649
Zl	4	552	552
Zl	4	5649	5656
Zl	4	3646	3661
Zl	4	654	654
Zl	4	5651	5658
Zl	4	7956	7953
Zl	4	3648	3663
Zl	4	1856	1856
Zl	4	556	556
Zl	4	7958	7955
Zl	4	658	658
Zl	4	657	657
Zl	4	560	560
Zl	4	14657	14662
Zl	4	8162	8159
Zl	4	5657	5664
Zl	4	559	559
Zl	4	8562	8559
Zl	4	1859	1859
Zl	4	5659	5666
Zl	4	7964	7961
Zl	4	661	661
Zl	4	3656	3671
Zl	4	564	564
Zl	4	14661	14666
Zl	4	5661	5668
Zl	4	563	563
Zl	4	7966	7963
Zl	4	1863	1863
Zl	4	14663	14668
Zl	4	5663	5670
Zl	4	665	665
Zl	4	7968	7965
Zl	4	1868	1868
Zl	4	14665	14670
Zl	4	567	567
Zl	4	670	670
Zl	4	14667	14672
Zl	4	669	669
Zl	4	769	769
Zl	4	572	572
Zl	4	571	571
Zl	4	674	674
Zl	4	1876	1876
Zl	4	575	575
Zl	4	1880	1880
Zl	4	14679	14684
Zl	4	5681	80499
Zl	4	3680	73680
Zp	4	7615	7622
Zp	4	7661	7668
Zp	4	7665	7672
Ah	5	3120	3120
Ah	5	3124	3124
Ah	5	3024	3024
Ah	5	3126	3126
Ah	5	3130	3130
Ah	5	3134	3134
Ah	5	3136	3136
Ah	5	3138	3138
Ah	5	3038	3038
Ah	5	3140	3140
Ah	5	3040	3040
Ah	5	3142	3142
Ah	5	3148	3148
Ah	5	3152	3152
Ah	5	3054	3054
Ah	5	3058	3058
Ah	5	3160	3160
Ah	5	3060	3060
Ah	5	3162	3162
Ah	5	3166	3166
Ah	5	3068	3068
Ah	5	3076	3076
Ah	5	23406	23406
Amf	5	1531	1534
Amf	5	1535	1538
Amf	5	70033	88523
Amf	5	88548	70050
Amf	5	88564	1554
Amf	5	88568	1558
Amf	5	1567	1568
Amr	5	4810	4810
Amr	5	4008	4819
Amr	5	3027	3027
Amr	5	3029	3029
Amr	5	3033	3033
Amr	5	3020	3020
Amr	5	835	835
Amr	5	822	837
Amr	5	3022	3022
Amr	5	824	839
Amr	5	3037	3037
Amr	5	3024	3024
Amr	5	830	845
Amr	5	838	853
Amr	5	3055	3055
Amr	5	3057	3057
Amr	5	3046	3046
Amr	5	3048	3048
Amr	5	850	850
Amr	5	3063	3063
Amr	5	3050	3050
Amr	5	865	865
Amr	5	3065	3065
Amr	5	3052	3052
Amr	5	854	854
Amr	5	3067	3067
Amr	5	3054	3054
Amr	5	856	856
Amr	5	3069	3069
Amr	5	3056	3056
Amr	5	871	871
Amr	5	858	858
Amr	5	4867	4867
Amr	5	873	873
Amr	5	3073	3073
Amr	5	3060	3060
Amr	5	70858	70858
Amr	5	3064	3064
Amr	5	4870	4870
Amr	5	3085	3085
Asd	5	70105	105
Asd	5	820	820
Asd	5	2118	2137
Asd	5	2142	2161
Asd	5	861	861
Asd	5	2160	2179
Asd	5	3066	3066
Asd	5	2164	2183
Asd	5	874	883
Asd	5	3076	3076
Asd	5	2172	72172
Asd	5	4093	7493
Bkd	5	88557	88558
Brusz	5	9310	9310
Brusz	5	9309	9309
Brusz	5	9315	9315
Brusz	5	9322	9322
Brusz	5	9328	9328
Brusz	5	9993	9993
Brusz	5	9340	9340
Brusz	5	9339	9339
Brusz	5	9352	9352
Brusz	5	9351	9351
Brusz	5	9358	9358
Brusz	5	9357	9357
Brusz	5	9364	9364
Brusz	5	9369	9369
Brusz	5	9376	9376
Brusz	5	9375	9375
Brusz	5	9382	9382
Brusz	5	9381	9381
Ddr	5	2423	2418
Ddr	5	2425	2420
Ddr	5	2433	2428
Ddr	5	2455	2450
Ddr	5	2461	2456
Ddr	5	2471	2466
Ddr	5	2473	2468
Ddr	5	2483	80403
Dv	5	1723	1723
Dv	5	1727	1727
Dv	5	1730	1730
Dv	5	1629	1629
Dv	5	1734	1734
Dv	5	1636	1636
Dv	5	1735	1735
Dv	5	1742	1742
Dv	5	1641	1641
Dv	5	1750	1750
Dv	5	1652	1652
Dv	5	1657	1657
Dv	5	1759	1759
Dv	5	1763	1763
Dv	5	1766	1766
Ehv	5	9616	9616
Ehv	5	80310	13517
Ehv	5	13518	3518
Ehv	5	818	818
Ehv	5	9618	9618
Ehv	5	9617	9617
Ehv	5	822	822
Ehv	5	9625	9625
Ehv	5	825	825
Ehv	5	827	827
Ehv	5	829	829
Ehv	5	9631	9631
Ehv	5	840	840
Ehv	5	842	842
Ehv	5	841	841
Ehv	5	844	844
Ehv	5	9651	9651
Ehv	5	855	855
Ehv	5	858	858
Ehv	5	857	857
Ehv	5	860	860
Ehv	5	859	859
Ehv	5	862	862
Ehv	5	864	864
Ehv	5	866	866
Ehv	5	9665	9665
Ehv	5	9668	9668
Ehv	5	3567	13567
Ehv	5	3569	13569
Ehv	5	3571	13571
Ehv	5	873	873
Ehv	5	13578	80348
Ehv	5	3573	13573
Ehv	5	9680	9680
Ehv	5	3577	13577
Es	5	7909	7922
Es	5	7911	7924
Es	5	1617	1628
Es	5	7917	7930
Es	5	1621	1632
Es	5	7919	7932
Es	5	1625	1636
Es	5	7923	7936
Es	5	1727	1738
Es	5	1629	1640
Es	5	1735	1746
Es	5	7933	7946
Es	5	7945	7958
Es	5	1649	1660
Es	5	1653	1664
Es	5	7953	7966
Es	5	1657	1668
Es	5	7955	7968
Es	5	1661	1672
Es	5	1665	1676
Es	5	7963	7976
Es	5	1771	71570
Es	5	1673	1684
Gd	5	8685	78685
Gn	5	511	8126
Gn	5	713	726
Gn	5	8115	8130
Gn	5	80466	730
Gn	5	8117	8132
Gn	5	519	532
Gn	5	721	734
Gn	5	80273	540
Gn	5	729	742
Gn	5	8131	8146
Gn	5	539	552
Gn	5	8139	8154
Gn	5	741	754
Gn	5	8141	8156
Gn	5	745	758
Gn	5	8145	8160
Gn	5	753	766
Gn	5	8153	8168
Gn	5	8157	8172
Gn	5	765	778
Gn	5	567	580
Gn	5	571	80275
Gvc	5	4606	4625
Gvc	5	11712	1723
Gvc	5	2012	2025
Gvc	5	1812	725
Gvc	5	1714	11725
Gvc	5	2125	2114
Gvc	5	714	1827
Gvc	5	11716	1727
Gvc	5	1816	729
Gvc	5	2020	2033
Gvc	5	4616	4635
Gvc	5	7820	6833
Gvc	5	4618	4637
