"TrafficDate","Trainseries","TrainCharacteristic","Trainnumber","Location","Activity","PlannedTime","Realisation","Delay_min","DelayJump"
"2017-11-07","800E","IC",818,"Tgra","D",2017-11-07 06:26:00,2017-11-07 06:31:14,5,-1
"2017-11-07","800E","IC",818,"Ehv","A",2017-11-07 06:28:00,2017-11-07 06:33:05,5,0
"2017-11-07","800E","IC",818,"Ehv","V",2017-11-07 06:32:00,2017-11-07 06:34:02,2,-3
"2017-11-07","800E","IC",818,"Ehs","D",2017-11-07 06:34:00,2017-11-07 06:36:24,2,0
"2017-11-07","800E","IC",818,"At","D",2017-11-07 06:36:00,2017-11-07 06:38:05,2,0
"2017-11-07","800E","IC",818,"Bet","D",2017-11-07 06:38:00,2017-11-07 06:39:58,1,-1
"2017-11-07","800E","IC",818,"Beto","D",2017-11-07 06:39:00,2017-11-07 06:40:41,1,0
"2017-11-07","800E","IC",818,"Lpe","D",2017-11-07 06:41:00,2017-11-07 06:42:32,1,0
"2017-11-07","800E","IC",818,"Btl","D",2017-11-07 06:43:00,2017-11-07 06:44:10,1,0
"2017-11-07","800E","IC",818,"Vg","D",2017-11-07 06:47:00,2017-11-07 06:48:21,1,0
"2017-11-07","800E","IC",818,"Vga","D",2017-11-07 06:48:00,2017-11-07 06:48:42,0,-1
"2017-11-07","800E","IC",818,"Ht","A",2017-11-07 06:51:00,2017-11-07 06:51:22,0,0
"2017-11-07","800E","IC",818,"Ht","V",2017-11-07 06:53:00,2017-11-07 06:52:50,0,0
"2017-11-07","800E","IC",818,"Hdl","D",2017-11-07 06:57:00,2017-11-07 06:57:38,0,0
"2017-11-07","800E","IC",818,"Ozbm","D",2017-11-07 07:00:00,2017-11-07 07:00:33,0,0
"2017-11-07","800E","IC",818,"Zbm","D",2017-11-07 07:00:00,2017-11-07 07:00:54,0,0
"2017-11-07","800E","IC",818,"Mbtwaz","D",2017-11-07 07:03:00,2017-11-07 07:03:20,0,0
"2017-11-07","800E","IC",818,"Mbtwan","D",2017-11-07 07:03:00,2017-11-07 07:04:09,1,1
"2017-11-07","800E","IC",818,"Gdm","D",2017-11-07 07:05:00,2017-11-07 07:06:23,1,0
"2017-11-07","800E","IC",818,"Gdma","D",2017-11-07 07:05:00,2017-11-07 07:07:06,2,1
"2017-11-07","800E","IC",818,"Cl","D",2017-11-07 07:10:00,2017-11-07 07:10:04,0,-2
"2017-11-07","800E","IC",818,"Lek","D",2017-11-07 07:12:00,2017-11-07 07:11:14,0,0
"2017-11-07","800E","IC",818,"Htnc","D",2017-11-07 07:15:00,2017-11-07 07:13:57,-1,-1
"2017-11-07","800E","IC",818,"Htn","D",2017-11-07 07:16:00,2017-11-07 07:14:51,-1,0
"2017-11-07","800E","IC",818,"Utln","D",2017-11-07 07:17:00,2017-11-07 07:16:38,0,1
"2017-11-07","800E","IC",818,"Utza","D",2017-11-07 07:18:00,2017-11-07 07:16:50,-1,-1
"2017-11-07","800E","IC",818,"Utvr","D",2017-11-07 07:18:00,2017-11-07 07:17:33,0,1
"2017-11-07","800E","IC",818,"Ut","A",2017-11-07 07:21:00,2017-11-07 07:19:10,-1,-1
"2017-11-07","800E","IC",818,"Ut","V",2017-11-07 07:23:00,2017-11-07 07:23:22,0,1
"2017-11-07","800E","IC",818,"Utzl","D",2017-11-07 07:25:00,2017-11-07 07:25:29,0,0
"2017-11-07","800E","IC",818,"Mas","D",2017-11-07 07:27:00,2017-11-07 07:27:56,0,0
"2017-11-07","800E","IC",818,"Bkla","D",2017-11-07 07:29:00,2017-11-07 07:29:56,0,0
"2017-11-07","800E","IC",818,"Bkl","D",2017-11-07 07:30:00,2017-11-07 07:30:07,0,0
"2017-11-07","800E","IC",818,"Aco","D",2017-11-07 07:35:00,2017-11-07 07:35:01,0,0
"2017-11-07","800E","IC",818,"Ac","D",2017-11-07 07:35:00,2017-11-07 07:35:35,0,0
"2017-11-07","800E","IC",818,"Ashd","D",2017-11-07 07:36:00,2017-11-07 07:36:49,0,0
"2017-11-07","800E","IC",818,"Asb","D",2017-11-07 07:37:00,2017-11-07 07:37:47,0,0
"2017-11-07","800E","IC",818,"Dvaz","D",2017-11-07 07:38:00,2017-11-07 07:38:19,0,0
"2017-11-07","800E","IC",818,"Dvd","D",2017-11-07 07:38:00,2017-11-07 07:38:41,0,0
"2017-11-07","800E","IC",818,"Asa","K_A",2017-11-07 07:41:12,2017-11-07 07:41:17,0,0
"2017-11-07","800E","IC",818,"Asa","K_V",2017-11-07 07:42:00,2017-11-07 07:42:24,0,0
"2017-11-07","800E","IC",818,"Asdm","D",2017-11-07 07:44:00,2017-11-07 07:44:39,0,0
"2017-11-07","800E","IC",818,"Asdma","D",2017-11-07 07:45:00,2017-11-07 07:45:14,0,0
"2017-11-07","800E","IC",818,"Dgrw","D",2017-11-07 07:48:00,2017-11-07 07:47:21,0,0
"2017-11-07","800E","IC",818,"Ods","D",2017-11-07 07:49:00,2017-11-07 07:47:47,-1,-1
"2017-11-07","800E","IC",818,"Asd","A",2017-11-07 07:50:00,2017-11-07 07:50:03,0,1
"2017-11-07","800E","IC",818,"Asd","V",2017-11-07 07:54:00,2017-11-07 07:53:57,0,0
"2017-11-07","800E","IC",818,"Sgbr","D",2017-11-07 07:56:00,2017-11-07 07:56:20,0,0
"2017-11-07","800E","IC",818,"Sgra","D",2017-11-07 07:56:00,2017-11-07 07:56:33,0,0
"2017-11-07","800E","IC",818,"Obpa","D",2017-11-07 07:57:00,2017-11-07 07:57:23,0,0
"2017-11-07","800E","IC",818,"Ass","K_A",2017-11-07 07:59:12,2017-11-07 07:59:42,0,0
"2017-11-07","800E","IC",820,"Mt","V",2017-11-07 05:55:00,2017-11-07 06:03:44,8,8
"2017-11-07","800E","IC",820,"Bha","D",2017-11-07 05:57:00,2017-11-07 06:06:25,9,1
"2017-11-07","800E","IC",820,"Bde","D",2017-11-07 05:59:00,2017-11-07 06:08:19,9,0
"2017-11-07","800E","IC",820,"Bk","D",2017-11-07 06:04:00,2017-11-07 06:12:36,8,-1
"2017-11-07","800E","IC",820,"Lut","D",2017-11-07 06:07:00,2017-11-07 06:14:58,7,-1
"2017-11-07","800E","IC",820,"Luta","D",2017-11-07 06:07:00,2017-11-07 06:15:25,8,1
"2017-11-07","800E","IC",820,"Std","A",2017-11-07 06:10:00,2017-11-07 06:18:10,8,0
"2017-11-07","800E","IC",820,"Std","V",2017-11-07 06:11:00,2017-11-07 06:19:18,8,0
"2017-11-07","800E","IC",820,"Srn","D",2017-11-07 06:15:00,2017-11-07 06:23:14,8,0
"2017-11-07","800E","IC",820,"Mbt","D",2017-11-07 06:20:00,2017-11-07 06:28:11,8,0
"2017-11-07","800E","IC",820,"Rm","A",2017-11-07 06:25:00,2017-11-07 06:32:58,7,-1
"2017-11-07","800E","IC",820,"Rm","V",2017-11-07 06:28:00,2017-11-07 06:34:05,6,-1
"2017-11-07","800E","IC",820,"Hln","D",2017-11-07 06:32:00,2017-11-07 06:38:40,6,0
"2017-11-07","800E","IC",820,"Wt","K_A",2017-11-07 06:40:12,2017-11-07 06:47:34,7,1
"2017-11-07","800E","IC",820,"Wt","K_V",2017-11-07 06:41:00,2017-11-07 06:48:26,7,0
"2017-11-07","800E","IC",820,"Mz","D",2017-11-07 06:46:00,2017-11-07 06:53:22,7,0
"2017-11-07","800E","IC",820,"Ohze","D",2017-11-07 06:49:00,2017-11-07 06:57:17,8,1
"2017-11-07","800E","IC",820,"Hze","D",2017-11-07 06:50:00,2017-11-07 06:57:52,7,-1
"2017-11-07","800E","IC",820,"Gp","D",2017-11-07 06:53:00,2017-11-07 06:59:49,6,-1
"2017-11-07","800E","IC",820,"Tgra","D",2017-11-07 06:56:00,2017-11-07 07:02:14,6,0
"2017-11-07","800E","IC",820,"Ehv","A",2017-11-07 06:58:00,2017-11-07 07:04:56,6,0
"2017-11-07","800E","IC",820,"Ehv","V",2017-11-07 07:02:00,2017-11-07 07:08:09,6,0
"2017-11-07","800E","IC",820,"Ehs","D",2017-11-07 07:04:00,2017-11-07 07:10:33,6,0
"2017-11-07","800E","IC",820,"At","D",2017-11-07 07:06:00,2017-11-07 07:12:18,6,0
"2017-11-07","800E","IC",820,"Bet","D",2017-11-07 07:08:00,2017-11-07 07:14:15,6,0
"2017-11-07","800E","IC",820,"Beto","D",2017-11-07 07:09:00,2017-11-07 07:15:02,6,0
"2017-11-07","800E","IC",820,"Lpe","D",2017-11-07 07:11:00,2017-11-07 07:17:33,6,0
"2017-11-07","800E","IC",820,"Btl","D",2017-11-07 07:13:00,2017-11-07 07:18:48,5,-1
"2017-11-07","800E","IC",820,"Vg","D",2017-11-07 07:17:00,2017-11-07 07:22:49,5,0
"2017-11-07","800E","IC",820,"Vga","D",2017-11-07 07:18:00,2017-11-07 07:23:12,5,0
"2017-11-07","800E","IC",820,"Ht","A",2017-11-07 07:21:00,2017-11-07 07:26:01,5,0
"2017-11-07","800E","IC",820,"Ht","V",2017-11-07 07:23:00,2017-11-07 07:27:28,4,-1
"2017-11-07","800E","IC",820,"Hdl","D",2017-11-07 07:27:00,2017-11-07 07:32:00,5,1
"2017-11-07","800E","IC",820,"Ozbm","D",2017-11-07 07:30:00,2017-11-07 07:34:53,4,-1
"2017-11-07","800E","IC",820,"Zbm","D",2017-11-07 07:30:00,2017-11-07 07:35:13,5,1
"2017-11-07","800E","IC",820,"Mbtwaz","D",2017-11-07 07:33:00,2017-11-07 07:37:48,4,-1
"2017-11-07","800E","IC",820,"Mbtwan","D",2017-11-07 07:33:00,2017-11-07 07:38:32,5,1
"2017-11-07","800E","IC",820,"Gdm","D",2017-11-07 07:35:00,2017-11-07 07:39:21,4,-1
"2017-11-07","800E","IC",820,"Gdma","D",2017-11-07 07:35:00,2017-11-07 07:39:56,4,0
"2017-11-07","800E","IC",820,"Cl","D",2017-11-07 07:40:00,2017-11-07 07:43:01,3,-1
"2017-11-07","800E","IC",820,"Lek","D",2017-11-07 07:42:00,2017-11-07 07:44:17,2,-1
"2017-11-07","800E","IC",820,"Htnc","D",2017-11-07 07:45:00,2017-11-07 07:47:02,2,0
"2017-11-07","800E","IC",820,"Htn","D",2017-11-07 07:46:00,2017-11-07 07:48:01,2,0
"2017-11-07","800E","IC",820,"Utln","D",2017-11-07 07:47:00,2017-11-07 07:49:53,2,0
"2017-11-07","800E","IC",820,"Utza","D",2017-11-07 07:48:00,2017-11-07 07:50:05,2,0
"2017-11-07","800E","IC",820,"Utvr","D",2017-11-07 07:48:00,2017-11-07 07:50:47,2,0
"2017-11-07","800E","IC",820,"Ut","A",2017-11-07 07:51:00,2017-11-07 07:52:36,1,-1
"2017-11-07","800E","IC",820,"Ut","V",2017-11-07 07:53:00,2017-11-07 07:54:36,1,0
"2017-11-07","800E","IC",820,"Utzl","D",2017-11-07 07:55:00,2017-11-07 07:56:39,1,0
"2017-11-07","800E","IC",820,"Mas","D",2017-11-07 07:57:00,2017-11-07 07:59:07,2,1
"2017-11-07","800E","IC",822,"Mt","V",2017-11-07 06:25:00,2017-11-07 06:26:28,1,1
"2017-11-07","800E","IC",822,"Bha","D",2017-11-07 06:27:00,2017-11-07 06:29:02,2,1
"2017-11-07","800E","IC",822,"Bde","D",2017-11-07 06:29:00,2017-11-07 06:30:50,1,-1
"2017-11-07","800E","IC",822,"Bk","D",2017-11-07 06:34:00,2017-11-07 06:35:09,1,0
"2017-11-07","800E","IC",822,"Lut","D",2017-11-07 06:37:00,2017-11-07 06:37:15,0,-1
"2017-11-07","800E","IC",822,"Luta","D",2017-11-07 06:37:00,2017-11-07 06:37:43,0,0
"2017-11-07","800E","IC",822,"Std","A",2017-11-07 06:40:00,2017-11-07 06:40:31,0,0
"2017-11-07","800E","IC",822,"Std","V",2017-11-07 06:41:00,2017-11-07 06:42:17,1,1
"2017-11-07","800E","IC",822,"Srn","D",2017-11-07 06:45:00,2017-11-07 06:46:08,1,0
"2017-11-07","800E","IC",822,"Mbt","D",2017-11-07 06:50:00,2017-11-07 06:50:59,0,-1
"2017-11-07","800E","IC",822,"Rm","A",2017-11-07 06:55:00,2017-11-07 06:56:14,1,1
"2017-11-07","800E","IC",822,"Rm","V",2017-11-07 06:58:00,2017-11-07 06:57:55,0,-1
"2017-11-07","800E","IC",822,"Hln","D",2017-11-07 07:02:00,2017-11-07 07:02:20,0,0
"2017-11-07","800E","IC",822,"Wt","K_A",2017-11-07 07:10:12,2017-11-07 07:11:11,0,0
"2017-11-07","800E","IC",822,"Wt","K_V",2017-11-07 07:11:00,2017-11-07 07:12:22,1,1
"2017-11-07","800E","IC",822,"Mz","D",2017-11-07 07:16:00,2017-11-07 07:17:14,1,0
"2017-11-07","800E","IC",822,"Ohze","D",2017-11-07 07:19:00,2017-11-07 07:20:59,1,0
"2017-11-07","800E","IC",822,"Hze","D",2017-11-07 07:20:00,2017-11-07 07:21:31,1,0
"2017-11-07","800E","IC",822,"Gp","D",2017-11-07 07:23:00,2017-11-07 07:23:36,0,-1
"2017-11-07","800E","IC",822,"Tgra","D",2017-11-07 07:26:00,2017-11-07 07:26:09,0,0
"2017-11-07","800E","IC",822,"Ehv","A",2017-11-07 07:28:00,2017-11-07 07:28:56,0,0
"2017-11-07","800E","IC",822,"Ehv","V",2017-11-07 07:32:00,2017-11-07 07:32:15,0,0
"2017-11-07","800E","IC",822,"Ehs","D",2017-11-07 07:34:00,2017-11-07 07:35:03,1,1
"2017-11-07","800E","IC",822,"At","D",2017-11-07 07:36:00,2017-11-07 07:36:59,0,-1
"2017-11-07","800E","IC",822,"Bet","D",2017-11-07 07:38:00,2017-11-07 07:39:00,1,1
"2017-11-07","800E","IC",822,"Beto","D",2017-11-07 07:39:00,2017-11-07 07:39:46,0,-1
"2017-11-07","800E","IC",822,"Lpe","D",2017-11-07 07:41:00,2017-11-07 07:42:05,1,1
"2017-11-07","800E","IC",822,"Btl","D",2017-11-07 07:43:00,2017-11-07 07:43:16,0,-1
"2017-11-07","800E","IC",822,"Vg","D",2017-11-07 07:47:00,2017-11-07 07:47:54,0,0
"2017-11-07","800E","IC",822,"Vga","D",2017-11-07 07:48:00,2017-11-07 07:48:50,0,0
"2017-11-07","800E","IC",822,"Ht","A",2017-11-07 07:51:00,2017-11-07 07:52:00,1,1
"2017-11-07","800E","IC",822,"Ht","V",2017-11-07 07:53:00,2017-11-07 07:53:55,0,-1
"2017-11-07","800E","IC",822,"Hdl","D",2017-11-07 07:57:00,2017-11-07 07:58:48,1,1
"2017-11-07","800E","IC",824,"Mt","V",2017-11-07 06:55:00,2017-11-07 06:55:29,0,0
"2017-11-07","800E","IC",824,"Bha","D",2017-11-07 06:57:00,2017-11-07 06:58:19,1,1
"2017-11-07","800E","IC",824,"Bde","D",2017-11-07 06:59:00,2017-11-07 07:00:12,1,0
"2017-11-07","800E","IC",824,"Bk","D",2017-11-07 07:04:00,2017-11-07 07:04:21,0,-1
"2017-11-07","800E","IC",824,"Lut","D",2017-11-07 07:07:00,2017-11-07 07:06:28,0,0
"2017-11-07","800E","IC",824,"Luta","D",2017-11-07 07:07:00,2017-11-07 07:06:57,0,0
"2017-11-07","800E","IC",824,"Std","A",2017-11-07 07:10:00,2017-11-07 07:10:18,0,0
"2017-11-07","800E","IC",824,"Std","V",2017-11-07 07:11:00,2017-11-07 07:12:10,1,1
"2017-11-07","800E","IC",824,"Srn","D",2017-11-07 07:15:00,2017-11-07 07:16:23,1,0
"2017-11-07","800E","IC",824,"Mbt","D",2017-11-07 07:20:00,2017-11-07 07:21:10,1,0
"2017-11-07","800E","IC",824,"Rm","A",2017-11-07 07:25:00,2017-11-07 07:25:48,0,-1
"2017-11-07","800E","IC",824,"Rm","V",2017-11-07 07:28:00,2017-11-07 07:28:56,0,0
"2017-11-07","800E","IC",824,"Hln","D",2017-11-07 07:32:00,2017-11-07 07:33:17,1,1
"2017-11-07","800E","IC",824,"Wt","K_A",2017-11-07 07:40:12,2017-11-07 07:41:48,1,0
"2017-11-07","800E","IC",824,"Wt","K_V",2017-11-07 07:41:00,2017-11-07 07:42:53,1,0
"2017-11-07","800E","IC",824,"Mz","D",2017-11-07 07:46:00,2017-11-07 07:47:46,1,0
"2017-11-07","800E","IC",824,"Ohze","D",2017-11-07 07:49:00,2017-11-07 07:51:24,2,1
"2017-11-07","800E","IC",824,"Hze","D",2017-11-07 07:50:00,2017-11-07 07:51:56,1,-1
"2017-11-07","800E","IC",824,"Gp","D",2017-11-07 07:53:00,2017-11-07 07:53:50,0,-1
"2017-11-07","800E","IC",824,"Tgra","D",2017-11-07 07:56:00,2017-11-07 07:55:53,0,0
"2017-11-07","800E","IC",824,"Ehv","A",2017-11-07 07:58:00,2017-11-07 07:57:42,0,0
"2017-11-07","800E","IC",826,"Mt","V",2017-11-07 07:25:00,2017-11-07 07:25:19,0,0
"2017-11-07","800E","IC",826,"Bha","D",2017-11-07 07:27:00,2017-11-07 07:28:09,1,1
"2017-11-07","800E","IC",826,"Bde","D",2017-11-07 07:29:00,2017-11-07 07:30:10,1,0
"2017-11-07","800E","IC",826,"Bk","D",2017-11-07 07:34:00,2017-11-07 07:34:19,0,-1
"2017-11-07","800E","IC",826,"Lut","D",2017-11-07 07:37:00,2017-11-07 07:36:34,0,0
"2017-11-07","800E","IC",826,"Luta","D",2017-11-07 07:37:00,2017-11-07 07:37:03,0,0
"2017-11-07","800E","IC",826,"Std","A",2017-11-07 07:40:00,2017-11-07 07:40:05,0,0
"2017-11-07","800E","IC",826,"Std","V",2017-11-07 07:41:00,2017-11-07 07:41:32,0,0
"2017-11-07","800E","IC",826,"Srn","D",2017-11-07 07:45:00,2017-11-07 07:45:37,0,0
"2017-11-07","800E","IC",826,"Mbt","D",2017-11-07 07:50:00,2017-11-07 07:50:45,0,0
"2017-11-07","800E","IC",826,"Rm","A",2017-11-07 07:55:00,2017-11-07 07:55:40,0,0
"2017-11-07","800E","IC",826,"Rm","V",2017-11-07 07:58:00,2017-11-07 07:58:19,0,0
"2017-11-07","800E","IC",828,"Mt","V",2017-11-07 07:55:00,2017-11-07 07:55:12,0,0
"2017-11-07","800E","IC",828,"Bha","D",2017-11-07 07:57:00,2017-11-07 07:58:11,1,1
"2017-11-07","800O","IC",815,"Ehv","V",2017-11-07 06:31:00,2017-11-07 06:31:12,0,0
"2017-11-07","800O","IC",815,"Tgra","D",2017-11-07 06:32:00,2017-11-07 06:33:18,1,1
"2017-11-07","800O","IC",815,"Gp","D",2017-11-07 06:35:00,2017-11-07 06:35:49,0,-1
"2017-11-07","800O","IC",815,"Hze","D",2017-11-07 06:36:00,2017-11-07 06:37:42,1,1
"2017-11-07","800O","IC",815,"Ohze","D",2017-11-07 06:37:00,2017-11-07 06:38:32,1,0
"2017-11-07","800O","IC",815,"Mz","D",2017-11-07 06:41:00,2017-11-07 06:41:56,0,-1
"2017-11-07","800O","IC",815,"Wt","K_A",2017-11-07 06:46:12,2017-11-07 06:46:54,0,0
"2017-11-07","800O","IC",815,"Wt","K_V",2017-11-07 06:47:00,2017-11-07 06:48:15,1,1
"2017-11-07","800O","IC",815,"Hln","D",2017-11-07 06:56:00,2017-11-07 06:57:26,1,0
"2017-11-07","800O","IC",815,"Rm","A",2017-11-07 07:01:00,2017-11-07 07:01:50,0,-1
"2017-11-07","800O","IC",815,"Rm","V",2017-11-07 07:03:00,2017-11-07 07:03:19,0,0
"2017-11-07","800O","IC",815,"Mbt","D",2017-11-07 07:07:00,2017-11-07 07:08:59,1,1
"2017-11-07","800O","IC",815,"Ec","D",2017-11-07 07:10:00,2017-11-07 07:11:28,1,0
"2017-11-07","800O","IC",815,"Srn","D",2017-11-07 07:12:00,2017-11-07 07:13:36,1,0
"2017-11-07","800O","IC",815,"Std","A",2017-11-07 07:18:00,2017-11-07 07:18:13,0,-1
"2017-11-07","800O","IC",815,"Std","V",2017-11-07 07:20:00,2017-11-07 07:20:44,0,0
"2017-11-07","800O","IC",815,"Luta","D",2017-11-07 07:22:00,2017-11-07 07:24:26,2,2
"2017-11-07","800O","IC",815,"Lut","D",2017-11-07 07:22:00,2017-11-07 07:25:04,3,1
"2017-11-07","800O","IC",815,"Bk","D",2017-11-07 07:24:00,2017-11-07 07:27:24,3,0
"2017-11-07","800O","IC",815,"Bde","D",2017-11-07 07:29:00,2017-11-07 07:31:29,2,-1
"2017-11-07","800O","IC",815,"Bha","D",2017-11-07 07:31:00,2017-11-07 07:33:13,2,0
"2017-11-07","800O","IC",815,"Mt","A",2017-11-07 07:34:00,2017-11-07 07:35:51,1,-1
"2017-11-07","800O","IC",817,"Ehv","V",2017-11-07 07:01:00,2017-11-07 07:01:18,0,0
"2017-11-07","800O","IC",817,"Tgra","D",2017-11-07 07:02:00,2017-11-07 07:03:21,1,1
"2017-11-07","800O","IC",817,"Gp","D",2017-11-07 07:05:00,2017-11-07 07:05:41,0,-1
"2017-11-07","800O","IC",817,"Hze","D",2017-11-07 07:06:00,2017-11-07 07:07:38,1,1
"2017-11-07","800O","IC",817,"Ohze","D",2017-11-07 07:07:00,2017-11-07 07:08:28,1,0
"2017-11-07","800O","IC",817,"Mz","D",2017-11-07 07:11:00,2017-11-07 07:11:55,0,-1
"2017-11-07","800O","IC",817,"Wt","K_A",2017-11-07 07:16:12,2017-11-07 07:17:11,0,0
"2017-11-07","800O","IC",817,"Wt","K_V",2017-11-07 07:17:00,2017-11-07 07:18:13,1,1
"2017-11-07","800O","IC",817,"Hln","D",2017-11-07 07:26:00,2017-11-07 07:26:55,0,-1
"2017-11-07","800O","IC",817,"Rm","A",2017-11-07 07:31:00,2017-11-07 07:31:28,0,0
"2017-11-07","800O","IC",817,"Rm","V",2017-11-07 07:33:00,2017-11-07 07:32:59,0,0
"2017-11-07","800O","IC",817,"Mbt","D",2017-11-07 07:37:00,2017-11-07 07:38:13,1,1
"2017-11-07","800O","IC",817,"Ec","D",2017-11-07 07:40:00,2017-11-07 07:40:40,0,-1
"2017-11-07","800O","IC",817,"Srn","D",2017-11-07 07:42:00,2017-11-07 07:42:48,0,0
"2017-11-07","800O","IC",817,"Std","A",2017-11-07 07:48:00,2017-11-07 07:48:33,0,0
"2017-11-07","800O","IC",817,"Std","V",2017-11-07 07:50:00,2017-11-07 07:50:17,0,0
"2017-11-07","800O","IC",817,"Luta","D",2017-11-07 07:52:00,2017-11-07 07:53:22,1,1
"2017-11-07","800O","IC",817,"Lut","D",2017-11-07 07:52:00,2017-11-07 07:53:57,1,0
"2017-11-07","800O","IC",817,"Bk","D",2017-11-07 07:54:00,2017-11-07 07:56:12,2,1
"2017-11-07","800O","IC",819,"Asd","V",2017-11-07 06:10:00,2017-11-07 06:09:57,0,0
"2017-11-07","800O","IC",819,"Ods","D",2017-11-07 06:11:00,2017-11-07 06:11:41,0,0
"2017-11-07","800O","IC",819,"Dgrw","D",2017-11-07 06:11:00,2017-11-07 06:12:09,1,1
"2017-11-07","800O","IC",819,"Asdma","D",2017-11-07 06:14:00,2017-11-07 06:14:37,0,-1
"2017-11-07","800O","IC",819,"Asdm","D",2017-11-07 06:15:00,2017-11-07 06:15:19,0,0
"2017-11-07","800O","IC",819,"Asa","K_A",2017-11-07 06:17:12,2017-11-07 06:17:50,0,0
"2017-11-07","800O","IC",819,"Asa","K_V",2017-11-07 06:18:00,2017-11-07 06:18:27,0,0
"2017-11-07","800O","IC",819,"Dvd","D",2017-11-07 06:21:00,2017-11-07 06:20:56,0,0
"2017-11-07","800O","IC",819,"Dvaz","D",2017-11-07 06:21:00,2017-11-07 06:21:15,0,0
"2017-11-07","800O","IC",819,"Asb","D",2017-11-07 06:22:00,2017-11-07 06:21:41,0,0
"2017-11-07","800O","IC",819,"Ashd","D",2017-11-07 06:23:00,2017-11-07 06:22:28,0,0
"2017-11-07","800O","IC",819,"Ac","D",2017-11-07 06:24:00,2017-11-07 06:23:33,0,0
"2017-11-07","800O","IC",819,"Aco","D",2017-11-07 06:24:00,2017-11-07 06:24:04,0,0
"2017-11-07","800O","IC",819,"Bkl","D",2017-11-07 06:29:00,2017-11-07 06:29:20,0,0
"2017-11-07","800O","IC",819,"Bkla","D",2017-11-07 06:30:00,2017-11-07 06:29:33,0,0
"2017-11-07","800O","IC",819,"Mas","D",2017-11-07 06:32:00,2017-11-07 06:31:54,0,0
"2017-11-07","800O","IC",819,"Utzl","D",2017-11-07 06:34:00,2017-11-07 06:34:27,0,0
"2017-11-07","800O","IC",819,"Utma","D",2017-11-07 06:35:00,2017-11-07 06:34:47,0,0
"2017-11-07","800O","IC",819,"Ut","A",2017-11-07 06:37:00,2017-11-07 06:36:30,0,0
"2017-11-07","800O","IC",819,"Ut","V",2017-11-07 06:39:00,2017-11-07 06:39:38,0,0
"2017-11-07","800O","IC",819,"Utvr","D",2017-11-07 06:40:00,2017-11-07 06:41:22,1,1
"2017-11-07","800O","IC",819,"Utza","D",2017-11-07 06:40:00,2017-11-07 06:42:15,2,1
"2017-11-07","800O","IC",819,"Utln","D",2017-11-07 06:41:00,2017-11-07 06:42:45,1,-1
"2017-11-07","800O","IC",819,"Htn","D",2017-11-07 06:44:00,2017-11-07 06:45:04,1,0
"2017-11-07","800O","IC",819,"Htnc","D",2017-11-07 06:44:00,2017-11-07 06:46:25,2,1
"2017-11-07","800O","IC",819,"Lek","D",2017-11-07 06:47:00,2017-11-07 06:49:30,2,0
"2017-11-07","800O","IC",819,"Cl","D",2017-11-07 06:49:00,2017-11-07 06:50:46,1,-1
"2017-11-07","800O","IC",819,"Gdma","D",2017-11-07 06:54:00,2017-11-07 06:53:52,0,-1
"2017-11-07","800O","IC",819,"Gdm","D",2017-11-07 06:55:00,2017-11-07 06:54:29,0,0
"2017-11-07","800O","IC",819,"Mbtwan","D",2017-11-07 06:56:00,2017-11-07 06:55:22,0,0
"2017-11-07","800O","IC",819,"Mbtwaz","D",2017-11-07 06:57:00,2017-11-07 06:56:46,0,0
"2017-11-07","800O","IC",819,"Zbm","D",2017-11-07 06:59:00,2017-11-07 06:58:46,0,0
"2017-11-07","800O","IC",819,"Ozbm","D",2017-11-07 06:59:00,2017-11-07 06:59:07,0,0
"2017-11-07","800O","IC",819,"Hdl","D",2017-11-07 07:02:00,2017-11-07 07:02:14,0,0
"2017-11-07","800O","IC",819,"Ht","A",2017-11-07 07:07:00,2017-11-07 07:06:29,0,0
"2017-11-07","800O","IC",819,"Ht","V",2017-11-07 07:09:00,2017-11-07 07:09:26,0,0
"2017-11-07","800O","IC",819,"Vga","D",2017-11-07 07:11:00,2017-11-07 07:12:15,1,1
"2017-11-07","800O","IC",819,"Vg","D",2017-11-07 07:12:00,2017-11-07 07:12:45,0,-1
"2017-11-07","800O","IC",819,"Btl","D",2017-11-07 07:17:00,2017-11-07 07:16:54,0,0
"2017-11-07","800O","IC",819,"Lpe","D",2017-11-07 07:18:00,2017-11-07 07:18:41,0,0
"2017-11-07","800O","IC",819,"Beto","D",2017-11-07 07:20:00,2017-11-07 07:20:45,0,0
"2017-11-07","800O","IC",819,"Bet","D",2017-11-07 07:21:00,2017-11-07 07:21:40,0,0
"2017-11-07","800O","IC",819,"At","D",2017-11-07 07:23:00,2017-11-07 07:23:41,0,0
"2017-11-07","800O","IC",819,"Ehs","D",2017-11-07 07:25:00,2017-11-07 07:25:33,0,0
"2017-11-07","800O","IC",819,"Ehv","A",2017-11-07 07:28:00,2017-11-07 07:27:47,0,0
"2017-11-07","800O","IC",819,"Ehv","V",2017-11-07 07:31:00,2017-11-07 07:31:01,0,0
"2017-11-07","800O","IC",819,"Tgra","D",2017-11-07 07:32:00,2017-11-07 07:32:54,0,0
"2017-11-07","800O","IC",819,"Gp","D",2017-11-07 07:35:00,2017-11-07 07:35:10,0,0
"2017-11-07","800O","IC",819,"Hze","D",2017-11-07 07:36:00,2017-11-07 07:37:09,1,1
